
id;pos_x;pos_y;pos_z;degree;isAtSampleBorder
399;0.230317;0.281499;0.0196852;1;0
400;0.375201;0.287404;0.0196852;1;0
401;0.366145;0.312995;0.0196852;1;0
402;0.309058;0.315751;0.0196852;1;0
403;0.246853;0.16575;0.0200789;1;0
404;0.251184;0.207089;0.0200789;1;0
405;0.192522;0.246853;0.0200789;1;0
406;0.378744;0.268113;0.0200789;1;0
407;0.376775;0.273625;0.0200789;1;0
408;0.15512;0.307483;0.0200789;1;0
409;0.212207;0.377563;0.0200789;1;0
410;0.237798;0.255514;0.0204726;1;0
411;0.214569;0.268507;0.0204726;1;0
412;0.257483;0.22638;0.0208663;1;0
413;0.252758;0.233861;0.0208663;1;0
414;0.22638;0.385831;0.0208663;1;0
415;0.190947;0.389768;0.0208663;1;0
416;0.355909;0.177167;0.0212601;1;0
417;0.305909;0.207876;0.0212601;1;0
418;0.206695;0.217325;0.0212601;1;0
419;0.192915;0.236223;0.0212601;1;0
420;0.153151;0.259845;0.0212601;1;0
421;0.374019;0.309846;0.0212601;1;0
422;0.227955;0.334255;0.0212601;1;0
423;0.322444;0.339373;0.0212601;1;0
424;0.2689;0.352366;0.0212601;1;0
425;0.302365;0.185829;0.0216538;1;0
426;0.256695;0.187403;0.0216538;1;0
427;0.258664;0.223231;0.0216538;1;0
428;0.163387;0.23701;0.0216538;1;0
429;0.342917;0.242522;0.0216538;1;0
430;0.215356;0.242916;0.0216538;1;0
431;0.274412;0.244097;0.0216538;1;0
432;0.174411;0.244884;0.0216538;1;0
433;0.191734;0.256302;0.0216538;1;0
434;0.206301;0.269294;0.0216538;1;0
435;0.329137;0.29331;0.0216538;1;0
436;0.387405;0.301184;0.0216538;1;0
437;0.145671;0.302365;0.0216538;1;0
438;0.133466;0.309846;0.0216538;1;0
439;0.229924;0.201577;0.0220475;1;0
440;0.334255;0.245672;0.0220475;1;0
441;0.32835;0.247247;0.0220475;1;0
442;0.386224;0.267325;0.0220475;1;0
443;0.179529;0.301184;0.0220475;1;0
444;0.137403;0.306696;0.0220475;1;0
445;0.154726;0.314176;0.0220475;1;0
446;0.14134;0.315751;0.0220475;1;0
447;0.344885;0.353941;0.0220475;1;0
448;0.221656;0.36772;0.0220475;1;0
449;0.257089;0.400398;0.0220475;1;0
450;0.209845;0.210632;0.0224412;1;0
451;0.314176;0.276774;0.0224412;1;0
452;0.209057;0.377169;0.0224412;1;0
453;0.248821;0.379925;0.0224412;1;0
454;0.270475;0.386224;0.0224412;1;0
455;0.256302;0.161025;0.0228349;1;0
456;0.248428;0.320476;0.0228349;1;0
457;0.134647;0.345279;0.0228349;1;0
458;0.201183;0.362602;0.0228349;1;0
459;0.211419;0.366145;0.0228349;1;0
460;0.28268;0.377957;0.0228349;1;0
461;0.309058;0.166537;0.0232286;1;0
462;0.296066;0.192522;0.0232286;1;0
463;0.227168;0.220868;0.0232286;1;0
464;0.362602;0.238585;0.0232286;1;0
465;0.188191;0.238979;0.0232286;1;0
466;0.372445;0.256695;0.0232286;1;0
467;0.286617;0.297641;0.0232286;1;0
468;0.298034;0.306696;0.0232286;1;0
469;0.24764;0.336617;0.0232286;1;0
470;0.310239;0.340161;0.0232286;1;0
471;0.28268;0.348822;0.0232286;1;0
472;0.201971;0.371657;0.0232286;1;0
473;0.222837;0.381106;0.0232286;1;0
474;0.184648;0.389374;0.0232286;1;0
475;0.277168;0.391342;0.0232286;1;0
476;0.220081;0.202364;0.0236223;1;0
477;0.171262;0.203939;0.0236223;1;0
478;0.181892;0.233467;0.0236223;1;0
479;0.364571;0.233467;0.0236223;1;0
480;0.369689;0.264963;0.0236223;1;0
481;0.236617;0.282286;0.0236223;1;0
482;0.331893;0.297247;0.0236223;1;0
483;0.366933;0.307877;0.0236223;1;0
484;0.244097;0.323232;0.0236223;1;0
485;0.226774;0.337405;0.0236223;1;0
486;0.282286;0.371657;0.0236223;1;0
487;0.202364;0.375988;0.0236223;1;0
488;0.217719;0.164962;0.024016;1;0
489;0.307483;0.184254;0.024016;1;0
490;0.259845;0.190553;0.024016;1;0
491;0.229136;0.198033;0.024016;1;0
492;0.194096;0.22638;0.024016;1;0
493;0.334649;0.263388;0.024016;1;0
494;0.304727;0.2752;0.024016;1;0
495;0.362602;0.302759;0.024016;1;0
496;0.235435;0.196459;0.0244097;1;0
497;0.308664;0.285436;0.0244097;1;0
498;0.197246;0.375988;0.0244097;1;0
499;0.291341;0.140553;0.0248034;1;0
500;0.359452;0.15945;0.0248034;1;0
501;0.188585;0.263782;0.0248034;1;0
502;0.292129;0.353941;0.0248034;1;0
503;0.266144;0.354728;0.0248034;1;0
504;0.331106;0.356303;0.0248034;1;0
505;0.286617;0.365358;0.0248034;1;0
506;0.258664;0.396854;0.0248034;1;0
507;0.214963;0.201971;0.0251971;1;0
508;0.376775;0.209057;0.0251971;1;0
509;0.240947;0.225986;0.0251971;1;0
510;0.322838;0.31457;0.0251971;1;0
511;0.38898;0.320476;0.0251971;1;0
512;0.36772;0.172049;0.0255908;1;0
513;0.338192;0.235829;0.0255908;1;0
514;0.376382;0.267325;0.0255908;1;0
515;0.342523;0.27205;0.0255908;1;0
516;0.383862;0.330318;0.0255908;1;0
517;0.362602;0.337011;0.0255908;1;0
518;0.3252;0.264963;0.0259845;1;0
519;0.123623;0.29331;0.0259845;1;0
520;0.270869;0.316145;0.0259845;1;0
521;0.242128;0.322838;0.0259845;1;0
522;0.288192;0.351578;0.0259845;1;0
523;0.271656;0.375201;0.0259845;1;0
524;0.289373;0.379925;0.0259845;1;0
525;0.177955;0.388587;0.0259845;1;0
526;0.18386;0.38898;0.0259845;1;0
527;0.304334;0.155907;0.0263782;1;0
528;0.310633;0.281105;0.0263782;1;0
529;0.236617;0.321263;0.0263782;1;0
530;0.274018;0.351185;0.0263782;1;0
531;0.250002;0.365752;0.0263782;1;0
532;0.138584;0.374413;0.0263782;1;0
533;0.312995;0.399217;0.0263782;1;0
534;0.266932;0.192128;0.0267719;1;0
535;0.32205;0.229136;0.0267719;1;0
536;0.204726;0.264176;0.0267719;1;0
537;0.347248;0.277562;0.0267719;1;0
538;0.266932;0.313389;0.0267719;1;0
539;0.238191;0.316932;0.0267719;1;0
540;0.284648;0.321657;0.0267719;1;0
541;0.251577;0.323625;0.0267719;1;0
542;0.297641;0.366145;0.0267719;1;0
543;0.334255;0.387799;0.0267719;1;0
544;0.300397;0.147639;0.0271656;1;0
545;0.290554;0.288586;0.0271656;1;0
546;0.280711;0.309846;0.0271656;1;0
547;0.249609;0.314176;0.0271656;1;0
548;0.152364;0.323625;0.0271656;1;0
549;0.35709;0.335436;0.0271656;1;0
550;0.362208;0.344098;0.0271656;1;0
551;0.260239;0.214175;0.0275593;1;0
552;0.283074;0.223231;0.0275593;1;0
553;0.218112;0.286617;0.0275593;1;0
554;0.331499;0.287798;0.0275593;1;0
555;0.294491;0.310633;0.0275593;1;0
556;0.160632;0.316932;0.0275593;1;0
557;0.304727;0.146458;0.027953;1;0
558;0.364571;0.161813;0.027953;1;0
559;0.235042;0.190159;0.027953;1;0
560;0.201971;0.210238;0.027953;1;0
561;0.291341;0.234648;0.027953;1;0
562;0.339373;0.235435;0.027953;1;0
563;0.184254;0.242916;0.027953;1;0
564;0.140946;0.274806;0.027953;1;0
565;0.218506;0.291341;0.027953;1;0
566;0.346854;0.314964;0.027953;1;0
567;0.246459;0.324413;0.027953;1;0
568;0.270869;0.377957;0.027953;1;0
569;0.308664;0.381106;0.027953;1;0
570;0.348822;0.146064;0.0283467;1;0
571;0.312208;0.185041;0.0283467;1;0
572;0.245278;0.19134;0.0283467;1;0
573;0.301578;0.292523;0.0283467;1;0
574;0.14882;0.321263;0.0283467;1;0
575;0.256302;0.348429;0.0283467;1;0
576;0.308664;0.157876;0.0287404;1;0
577;0.301578;0.235435;0.0287404;1;0
578;0.3252;0.24016;0.0287404;1;0
579;0.355515;0.266932;0.0287404;1;0
580;0.14449;0.318113;0.0287404;1;0
581;0.216144;0.3252;0.0287404;1;0
582;0.306696;0.366933;0.0287404;1;0
583;0.193309;0.186616;0.0291341;1;0
584;0.348429;0.223624;0.0291341;1;0
585;0.310239;0.232286;0.0291341;1;0
586;0.301971;0.25079;0.0291341;1;0
587;0.291735;0.262207;0.0291341;1;0
588;0.268507;0.301971;0.0291341;1;0
589;0.330712;0.322444;0.0291341;1;0
590;0.365358;0.172836;0.0295279;1;0
591;0.29646;0.284648;0.0295279;1;0
592;0.215356;0.332287;0.0295279;1;0
593;0.220475;0.352366;0.0295279;1;0
594;0.253152;0.371264;0.0295279;1;0
595;0.309452;0.372838;0.0295279;1;0
596;0.187797;0.190947;0.0299216;1;0
597;0.262995;0.204333;0.0299216;1;0
598;0.261814;0.207089;0.0299216;1;0
599;0.174805;0.255121;0.0299216;1;0
600;0.135434;0.258664;0.0299216;1;0
601;0.124017;0.339767;0.0299216;1;0
602;0.192522;0.355909;0.0299216;1;0
603;0.329531;0.393311;0.0299216;1;0
604;0.379138;0.20512;0.0303153;1;0
605;0.18386;0.270081;0.0303153;1;0
606;0.19449;0.279137;0.0303153;1;0
607;0.341736;0.303153;0.0303153;1;0
608;0.347248;0.314964;0.0303153;1;0
609;0.169687;0.327169;0.0303153;1;0
610;0.230317;0.343704;0.0303153;1;0
611;0.298034;0.350397;0.0303153;1;0
612;0.29331;0.379925;0.0303153;1;0
613;0.341342;0.382681;0.0303153;1;0
614;0.264963;0.19134;0.030709;1;0
615;0.283074;0.198821;0.030709;1;0
616;0.354728;0.29646;0.030709;1;0
617;0.220081;0.344885;0.030709;1;0
618;0.236617;0.400004;0.030709;1;0
619;0.381106;0.199608;0.0311027;1;0
620;0.193309;0.213782;0.0311027;1;0
621;0.281499;0.246065;0.0311027;1;0
622;0.152757;0.279137;0.0311027;1;0
623;0.346066;0.292916;0.0311027;1;0
624;0.150395;0.329137;0.0311027;1;0
625;0.218506;0.329925;0.0311027;1;0
626;0.290554;0.361027;0.0311027;1;0
627;0.17008;0.219687;0.0314964;1;0
628;0.344098;0.264963;0.0314964;1;0
629;0.225986;0.301184;0.0314964;1;0
630;0.28583;0.339373;0.0314964;1;0
631;0.243703;0.148427;0.0318901;1;0
632;0.184254;0.201577;0.0318901;1;0
633;0.364177;0.281893;0.0318901;1;0
634;0.346066;0.289373;0.0318901;1;0
635;0.387405;0.303546;0.0318901;1;0
636;0.351972;0.319295;0.0318901;1;0
637;0.144096;0.380319;0.0318901;1;0
638;0.253546;0.198427;0.0322838;1;0
639;0.344492;0.205514;0.0322838;1;0
640;0.387405;0.259845;0.0322838;1;0
641;0.363389;0.268507;0.0322838;1;0
642;0.368508;0.296066;0.0322838;1;0
643;0.362996;0.298822;0.0322838;1;0
644;0.351972;0.305909;0.0322838;1;0
645;0.292916;0.30709;0.0322838;1;0
646;0.132678;0.307877;0.0322838;1;0
647;0.253546;0.326775;0.0322838;1;0
648;0.260239;0.390161;0.0322838;1;0
649;0.179923;0.268507;0.0326775;1;0
650;0.124804;0.279924;0.0326775;1;0
651;0.309452;0.283861;0.0326775;1;0
652;0.118899;0.298034;0.0326775;1;0
653;0.300003;0.308271;0.0326775;1;0
